val/GaussianNLL,val/MSE,epoch,step,train/GaussianNLL,train/MSE
-1.3642058372497559,0.031145252287387848,209,131249,,
,,209,131249,-1.3510403633117676,0.032716333866119385
-1.3612792491912842,0.031408704817295074,210,131874,,
,,210,131874,-1.3490209579467773,0.032835520803928375
-1.368654489517212,0.03120259754359722,211,132499,,
,,211,132499,-1.3489371538162231,0.03286978602409363
-1.3630865812301636,0.031043335795402527,212,133124,,
,,212,133124,-1.3526233434677124,0.03275638818740845
-1.3698475360870361,0.031111666932702065,213,133749,,
,,213,133749,-1.350661039352417,0.032830070704221725
-1.3244138956069946,0.03298284113407135,214,134374,,
,,214,134374,-1.3483213186264038,0.03289297968149185
-1.37187659740448,0.031187931075692177,215,134999,,
,,215,134999,-1.3509166240692139,0.032830290496349335
-1.3715182542800903,0.031225815415382385,216,135624,,
,,216,135624,-1.3500930070877075,0.032925404608249664
-1.3701320886611938,0.03123699687421322,217,136249,,
,,217,136249,-1.352095603942871,0.03289670869708061
-1.3624322414398193,0.03184635937213898,218,136874,,
,,218,136874,-1.3534083366394043,0.032814688980579376
-1.3604769706726074,0.03156165033578873,219,137499,,
,,219,137499,-1.3508784770965576,0.03298113867640495
-1.3726938962936401,0.031416889280080795,220,138124,,
,,220,138124,-1.3500579595565796,0.032992009073495865
-1.350178599357605,0.03201780840754509,221,138749,,
,,221,138749,-1.3525902032852173,0.03291855752468109
-1.363629698753357,0.031699374318122864,222,139374,,
,,222,139374,-1.3529571294784546,0.03294461965560913
-1.3591477870941162,0.03168433532118797,223,139999,,
,,223,139999,-1.352117896080017,0.03305269032716751
-1.3694764375686646,0.03154880553483963,224,140624,,
,,224,140624,-1.3510686159133911,0.033031776547431946
-1.3729548454284668,0.03140474855899811,225,141249,,
,,225,141249,-1.3518848419189453,0.033060770481824875
-1.3757061958312988,0.03133070468902588,226,141874,,
,,226,141874,-1.3546580076217651,0.03298742324113846
-1.3761767148971558,0.03128736466169357,227,142499,,
,,227,142499,-1.3534629344940186,0.03305121883749962
-1.3713899850845337,0.03171663358807564,228,143124,,
,,228,143124,-1.3517156839370728,0.03312017768621445
-1.3770555257797241,0.03122100792825222,229,143749,,
,,229,143749,-1.3521147966384888,0.03310569375753403
-1.357288122177124,0.031801726669073105,230,144374,,
,,230,144374,-1.353332281112671,0.03310520946979523
-1.3738173246383667,0.03152058273553848,231,144999,,
,,231,144999,-1.3510501384735107,0.03324229642748833
-1.3640774488449097,0.031876444816589355,232,145624,,
,,232,145624,-1.3529340028762817,0.033207863569259644
-1.3678332567214966,0.031679846346378326,233,146249,,
,,233,146249,-1.3526149988174438,0.03324594348669052
-1.3768548965454102,0.03142375871539116,234,146874,,
,,234,146874,-1.3534477949142456,0.03322708606719971
-1.3706859350204468,0.03174924477934837,235,147499,,
,,235,147499,-1.352541446685791,0.03330644220113754
-1.377472162246704,0.031411513686180115,236,148124,,
,,236,148124,-1.3535484075546265,0.03326166048645973
-1.3434789180755615,0.03280927985906601,237,148749,,
,,237,148749,-1.3518511056900024,0.03337126225233078
-1.3731311559677124,0.031665436923503876,238,149374,,
,,238,149374,-1.3536754846572876,0.033333778381347656
-1.3621132373809814,0.031960584223270416,239,149999,,
,,239,149999,-1.3569899797439575,0.033230096101760864
-1.3626084327697754,0.031725361943244934,240,150624,,
,,240,150624,-1.353623390197754,0.03335106745362282
-1.3722174167633057,0.03167537972331047,241,151249,,
,,241,151249,-1.3556283712387085,0.033305034041404724
-1.371410608291626,0.031828008592128754,242,151874,,
,,242,151874,-1.354153037071228,0.03335099667310715
-1.373671531677246,0.03152942284941673,243,152499,,
,,243,152499,-1.3536827564239502,0.033454205840826035
-1.3680932521820068,0.0320882573723793,244,153124,,
,,244,153124,-1.356535792350769,0.03334919735789299
-1.3710973262786865,0.03198481723666191,245,153749,,
,,245,153749,-1.3568230867385864,0.033335089683532715
-1.3688973188400269,0.032094307243824005,246,154374,,
,,246,154374,-1.3532278537750244,0.03347666561603546
-1.372158169746399,0.03197088465094566,247,154999,,
,,247,154999,-1.3565541505813599,0.0334145687520504
-1.3740812540054321,0.0320202074944973,248,155624,,
,,248,155624,-1.3555928468704224,0.033463750034570694
-1.3692889213562012,0.03240034729242325,249,156249,,
,,249,156249,-1.3521829843521118,0.03357561305165291
-1.3753324747085571,0.03177567571401596,250,156874,,
,,250,156874,-1.3559513092041016,0.03349444642663002
-1.3666788339614868,0.031831227242946625,251,157499,,
,,251,157499,-1.3555783033370972,0.0335119366645813
-1.3733370304107666,0.03180916607379913,252,158124,,
,,252,158124,-1.3550877571105957,0.033581074327230453
-1.3796956539154053,0.03170284256339073,253,158749,,
,,253,158749,-1.3565325736999512,0.03352387249469757
-1.3685113191604614,0.03204556927084923,254,159374,,
,,254,159374,-1.3549996614456177,0.033659979701042175
-1.3732967376708984,0.0322485975921154,255,159999,,
,,255,159999,-1.3570159673690796,0.03349308297038078
-1.378372311592102,0.031826939433813095,256,160624,,
,,256,160624,-1.3560545444488525,0.03363368287682533
-1.3752076625823975,0.032101985067129135,257,161249,,
,,257,161249,-1.353205919265747,0.03376432880759239
-1.368032455444336,0.032577600330114365,258,161874,,
,,258,161874,-1.356613278388977,0.03360382840037346
-1.3569869995117188,0.032906532287597656,259,162499,,
,,259,162499,-1.3545918464660645,0.033808376640081406
-1.3782286643981934,0.03185367211699486,260,163124,,
,,260,163124,-1.3584201335906982,0.03361402451992035
-1.3789945840835571,0.031837962567806244,261,163749,,
,,261,163749,-1.3570433855056763,0.033664070069789886
-1.3735111951828003,0.031976368278265,262,164374,,
,,262,164374,-1.357107400894165,0.03365122899413109
-1.3652880191802979,0.032302744686603546,263,164999,,
,,263,164999,-1.359393835067749,0.03357469290494919
-1.3806803226470947,0.03192637488245964,264,165624,,
,,264,165624,-1.3563379049301147,0.0337471105158329
-1.3638176918029785,0.03236423805356026,265,166249,,
,,265,166249,-1.3591187000274658,0.03370848298072815
-1.3284937143325806,0.03413768485188484,266,166874,,
,,266,166874,-1.3574632406234741,0.033769212663173676
-1.35841703414917,0.03264852985739708,267,167499,,
,,267,167499,-1.3568196296691895,0.03383001685142517
-1.3675167560577393,0.032034747302532196,268,168124,,
,,268,168124,-1.3576273918151855,0.03379528969526291
-1.3797987699508667,0.03194776922464371,269,168749,,
,,269,168749,-1.3559776544570923,0.033872418105602264
