val/GaussianNLL,val/MSE,epoch,step,train/GaussianNLL,train/MSE
0.5235994458198547,1.0405417680740356,0,124,,
,,0,124,0.5136256217956543,1.0086220502853394
0.5095453262329102,1.0240219831466675,1,249,,
,,1,249,0.4696356952190399,0.9475536942481995
0.5026355981826782,1.0179706811904907,2,374,,
,,2,374,0.46257472038269043,0.9389066100120544
0.4968167245388031,1.0129237174987793,3,499,,
,,3,499,0.45745977759361267,0.9326717257499695
0.4928264021873474,1.008693814277649,4,624,,
,,4,624,0.45227712392807007,0.9270902872085571
0.489624559879303,1.0053205490112305,5,749,,
,,5,749,0.4475081264972687,0.9220613837242126
0.48429960012435913,1.0006905794143677,6,874,,
,,6,874,0.4439324736595154,0.918527364730835
0.48011401295661926,0.9969555735588074,7,999,,
,,7,999,0.4392695128917694,0.9132418632507324
0.4769527018070221,0.9953382015228271,8,1124,,
,,8,1124,0.43656399846076965,0.9105801582336426
0.4727034866809845,0.9905131459236145,9,1249,,
,,9,1249,0.43274226784706116,0.9063875675201416
0.47150108218193054,0.9930341243743896,10,1374,,
,,10,1374,0.4301392734050751,0.9036387205123901
0.47098806500434875,0.9887692928314209,11,1499,,
,,11,1499,0.42699292302131653,0.9014477729797363
0.46470728516578674,0.9842036366462708,12,1624,,
,,12,1624,0.4254196584224701,0.8983092308044434
0.4623306691646576,0.98225337266922,13,1749,,
,,13,1749,0.4229598343372345,0.8961551785469055
0.4608127772808075,0.9814637303352356,14,1874,,
,,14,1874,0.4216453433036804,0.8945834636688232
0.45806053280830383,0.9769178628921509,15,1999,,
,,15,1999,0.4184475243091583,0.8910318613052368
0.45750394463539124,0.9772491455078125,16,2124,,
,,16,2124,0.4166151285171509,0.8890648484230042
0.4535844027996063,0.9718868136405945,17,2249,,
,,17,2249,0.4147756099700928,0.8861173391342163
0.4513849914073944,0.9710468649864197,18,2374,,
,,18,2374,0.41236478090286255,0.8838731050491333
0.4477950632572174,0.9660701155662537,19,2499,,
,,19,2499,0.4102897346019745,0.8811575770378113
0.44624683260917664,0.9647271633148193,20,2624,,
,,20,2624,0.40822818875312805,0.8788101077079773
0.4436871111392975,0.9632437229156494,21,2749,,
,,21,2749,0.4062511622905731,0.8771159052848816
0.44675445556640625,0.9658059477806091,22,2874,,
,,22,2874,0.4035477340221405,0.87357497215271
0.4398045241832733,0.9572478532791138,23,2999,,
,,23,2999,0.40204063057899475,0.8732004165649414
0.43560129404067993,0.9538829326629639,24,3124,,
,,24,3124,0.3997138440608978,0.8696765303611755
0.43589285016059875,0.9524617791175842,25,3249,,
,,25,3249,0.39744991064071655,0.866929829120636
0.43227362632751465,0.9534605741500854,26,3374,,
,,26,3374,0.39544838666915894,0.865584135055542
0.42826229333877563,0.9480046629905701,27,3499,,
,,27,3499,0.392782598733902,0.8627299070358276
0.4278820753097534,0.9466497898101807,28,3624,,
,,28,3624,0.3897731602191925,0.8596853613853455
0.4219572842121124,0.9397121071815491,29,3749,,
,,29,3749,0.38768908381462097,0.8575238585472107
0.4207455813884735,0.936351478099823,30,3874,,
,,30,3874,0.3836737871170044,0.8527516722679138
0.4170529544353485,0.9367340207099915,31,3999,,
,,31,3999,0.3802926540374756,0.8480024337768555
0.41156256198883057,0.9291589260101318,32,4124,,
,,32,4124,0.3776099979877472,0.8456009030342102
0.4088846445083618,0.9279651045799255,33,4249,,
,,33,4249,0.3754781484603882,0.8424689769744873
0.40451470017433167,0.9227011203765869,34,4374,,
,,34,4374,0.37116876244544983,0.8380810618400574
0.40146341919898987,0.9184935092926025,35,4499,,
,,35,4499,0.36775630712509155,0.8338455557823181
0.39635515213012695,0.9147777557373047,36,4624,,
,,36,4624,0.36451461911201477,0.8307099342346191
0.391374409198761,0.9096478223800659,37,4749,,
,,37,4749,0.3605474829673767,0.8270612955093384
0.38677266240119934,0.9069263339042664,38,4874,,
,,38,4874,0.3559616506099701,0.8234765529632568
0.38170430064201355,0.9022067189216614,39,4999,,
,,39,4999,0.35208332538604736,0.8206002712249756
0.37780138850212097,0.8983733654022217,40,5124,,
,,40,5124,0.3485621213912964,0.8165670037269592
0.37230172753334045,0.8964225649833679,41,5249,,
,,41,5249,0.34377604722976685,0.8131052851676941
0.36753126978874207,0.8914751410484314,42,5374,,
,,42,5374,0.33984410762786865,0.8104373216629028
0.3622794449329376,0.8889788389205933,43,5499,,
,,43,5499,0.33561980724334717,0.8060235977172852
0.3597862720489502,0.8873820304870605,44,5624,,
,,44,5624,0.3317342698574066,0.803353488445282
0.35277077555656433,0.8857423663139343,45,5749,,
,,45,5749,0.3274805247783661,0.7999692559242249
0.3472338616847992,0.8770304322242737,46,5874,,
,,46,5874,0.32249048352241516,0.7967795729637146
0.34238332509994507,0.8765426874160767,47,5999,,
,,47,5999,0.31930452585220337,0.7945529222488403
0.33986181020736694,0.8707945942878723,48,6124,,
,,48,6124,0.31406736373901367,0.7914620637893677
0.33307042717933655,0.8720950484275818,49,6249,,
,,49,6249,0.3097359836101532,0.7881459593772888
0.32988983392715454,0.8635344505310059,50,6374,,
,,50,6374,0.30622026324272156,0.7870650887489319
0.3258979618549347,0.8650750517845154,51,6499,,
,,51,6499,0.3010096251964569,0.7839388847351074
0.3205469250679016,0.8572775721549988,52,6624,,
,,52,6624,0.2971336841583252,0.7810775637626648
0.31257885694503784,0.8557239770889282,53,6749,,
,,53,6749,0.2935916483402252,0.7774901986122131
0.30771932005882263,0.8551453948020935,54,6874,,
,,54,6874,0.2890881299972534,0.7763610482215881
0.30474478006362915,0.8563535809516907,55,6999,,
